,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
XLOC_005944,2.523567458010033,-0.2519086762402224,0.4612681218195381,-0.5461220152100097,0.5849820676229787,0.7163489563802516,False
CD14,127.33860172132684,0.08985516184873146,0.16451043545304458,0.5461973375809244,0.5849302960801372,0.7163489563802516,False
C6orf136,86.2767378722396,-0.055415068714021666,0.101476623118714,-0.5460870396642338,0.585006108189978,0.7163489563802516,False
RPL21P1,6.05951844476161,0.16617743856166034,0.304275637136876,0.5461411242954911,0.5849689331184206,0.7163489563802516,False
CTD-3157E16.1,11.485846294542991,0.12527661589341674,0.22941820625057646,0.5460622238349576,0.5850231657178284,0.7163489563802516,False
RP11-74E22.6,6.566048983437389,-0.18020622464254096,0.3300741341338321,-0.5459568200199366,0.5850956191672798,0.7164079698680753,False
CTC-436P18.5,7.329044414536875,-0.1433239630072759,0.262625219453383,-0.545735719157453,0.5852476150692325,0.7165643685001897,False
PPIL3,320.8384113412148,0.02892152567750229,0.053022611984889084,0.5454564495190211,0.5854396253396885,0.716758258434024,False
RP11-15A1.7,2.8222826052483176,0.2606272523271847,0.4778339300626746,0.5454347963381333,0.5854545140845702,0.716758258434024,False
RP11-315D13.1,13.125795862711234,-0.1087098584458863,0.19936911781612046,-0.545269295649641,0.5855683183012466,0.7168678678469682,False
ABCC6,15.365162413997899,0.10316834178470237,0.1893308566675314,0.5449103416136121,0.585815183278247,0.7171403578417008,False
RP11-354E23.4,7.286686566025204,0.187977853484601,0.3450116504091816,0.5448449444001687,0.5858601643815042,0.7171656942803973,False
GAPDHP52,1.7128344165713922,0.3097174665456102,0.5686149158032976,0.5446875520457708,0.5859684275788068,0.7171832623469824,False
RP11-66N24.3,6.159071771344809,-0.16732208930977494,0.3071917657952313,-0.5446828591795946,0.5859716557351462,0.7171832623469824,False
LINC00519,3.2425452079208505,0.21100932203354458,0.3873788221869237,0.5447105261002763,0.5859526241703803,0.7171832623469824,False
TEAD3,680.8389941004498,0.024919217832499042,0.045749749911811556,0.5446853344670516,0.5859699530188484,0.7171832623469824,False
RNU2-46P,2.4148083202039032,-0.2673012143592282,0.4908562023869233,-0.5445611424677992,0.5860553858238149,0.7172560155055491,False
RP11-138A9.2,104.28470565061927,0.05892427661826733,0.108216670517884,0.5445027677924118,0.5860955442898104,0.7172754388117641,False
CTB-31O20.8,7.5842787556220586,-0.15618223123951722,0.28686616819333,-0.5444428397504862,0.5861367727117521,0.7172961698874302,False
CTD-2514C3.1,4.370466949895979,0.16982499392827946,0.31195704462124524,0.5443858276528687,0.5861759963133859,0.7173088397840869,False
RP11-290O12.2,3.749270493068378,-0.18326544608768888,0.3366639625426888,-0.5443571824663322,0.5861957042986982,0.7173088397840869,False
DOPEY2,814.6768994842505,-0.03481402080958449,0.063963081643324,-0.5442830444555062,0.5862467129280622,0.7173415341285078,False
NPFFR1,6.363458082885095,0.16854689634683204,0.3097916855153883,0.5440652678151356,0.5863965600881598,0.7174887518841592,False
CKM,5.219915100540671,-0.16253868520820253,0.2987637124470615,-0.5440375736293712,0.5864156171010413,0.7174887518841592,False
RP11-14I17.3,5.652090389065586,0.18071504763354687,0.3322160395038208,0.5439684607144577,0.5864631765564416,0.7175172147677866,False
AKT3-IT1,4.39889853278417,-0.22021802418419695,0.4049150795123309,-0.5438622450154778,0.5865362714576957,0.71757691572512,False
KRTAP4-11,1.9077870749518542,-0.4897501357400082,0.9007540944124885,-0.5437112512482608,0.5866401887370907,0.7176743187151517,False
RP11-26H16.1,1.887131838115827,-0.2951333160020956,0.5429683431501937,-0.5435552914370497,0.5867475327158993,0.7177759055617389,False
GSTP1P1,2.329958331420312,-0.2540091951698054,0.4673762996498321,-0.5434789811980502,0.586800058823399,0.717780695736761,False
CTC-436P18.4,10.491952282128349,0.15404651871521755,0.28343919117355676,0.5434905387550697,0.5867921033488388,0.717780695736761,False
XLOC_013174,331.81341544547394,0.032409767766598506,0.059647996367459814,0.5433504851854376,0.5868885105317159,0.7178297529097528,False
CYCSP4,1.8289353815476954,0.2860974073205063,0.5265433997062332,0.5433500970292753,0.5868887777328315,0.7178297529097528,False
RP11-175K6.2,5.083610084604221,-0.17025285875833018,0.3133687995615983,-0.5432986914986855,0.5869241650581534,0.7178433049986493,False
RP11-31H5.3,13.028460293443024,-0.12062322690503398,0.22206995372270777,-0.5431767102345266,0.5870081403413234,0.7178865496339226,False
CRIPT,266.0696243664257,0.044118373846074505,0.08121999472665244,0.5431959703341006,0.5869948807850116,0.7178865496339226,False
RP11-15E18.5,3.5139441193780527,0.252233078236008,0.464433048540855,0.5430989009685423,0.5870617093033341,0.717922332152307,False
PTCH2,25.729995256905916,-0.09757098633474427,0.17967735765272574,-0.5430344012701152,0.5871061168090008,0.7179459208940062,False
G27544,3.6853705599925024,-0.2134161255374495,0.3930824667535239,-0.542929648579998,0.5871782414788342,0.7179459208940062,False
ANGPT2,107.32045403990034,0.05876709299041238,0.10824015856694387,0.5429324362460757,0.5871763220526032,0.7179459208940062,False
RP11-81H14.2,2.5688062978797648,0.23504910318440164,0.43290574450136415,0.5429567663860394,0.5871595698434924,0.7179459208940062,False
SIX4,6.489165577009924,0.1558650442480486,0.2873397590585691,0.5424416194915729,0.5875143149509818,0.7182441198781867,False
RP11-436H11.5,2.021599210966608,-0.27204194840831897,0.5014607400641548,-0.5424989967779233,0.5874747983782602,0.7182441198781867,False
PFAS,272.54020552285056,0.04710789339676645,0.08684535646741126,0.5424342223115142,0.587519409586122,0.7182441198781867,False
RP11-43N16.4,18.953993560000875,-0.08121689423346558,0.14972295503606867,-0.5424478445132225,0.5875100276284317,0.7182441198781867,False
TCF4-AS1,4.654359602116732,-0.16881105338731964,0.3112449361336643,-0.5423736542811533,0.5875611251725066,0.7182653840795787,False
RP11-20B24.5,5.718912797431741,-0.15875816828629696,0.29280928705648923,-0.5421896616812878,0.5876878565218906,0.718390569924437,False
GZMM,5.300201119199559,0.19058823151056173,0.3515703714824009,0.5421054985576403,0.5877458310365593,0.7184317004210128,False
SIGLEC17P,6.031709572874581,-0.15311749458577104,0.2824964671957648,-0.5420156085692338,0.5878077533380188,0.7184776528942665,False
RP11-495P10.1,1.8714443218163015,0.2588454944065476,0.4776137328257029,0.5419557198976289,0.5878490103787488,0.7184983434527444,False
RP5-1052I5.2,1.6305100449485785,-0.3201569955695994,0.5909602997591498,-0.5417571970571996,0.5879857814607609,0.7186357694863713,False
RP5-1125A11.6,5.827112041473785,-0.1292220593931117,0.2385416672526357,-0.541716928876223,0.5880135257694747,0.7186399372216573,False
XXbac-BPG181B23.7,19.86074011416458,-0.09883149325269543,0.18250153230403124,-0.5415378819288541,0.5881368943631194,0.7187609668666105,False
U2AF1L4,7.554958222265204,-0.13407246177429152,0.24761416346803328,-0.5414571601902738,0.5881925179190155,0.7187712052561194,False
TMEM150B,2.8533715281453107,0.23485282818161007,0.4337578356781375,0.5414376614417602,0.5882059544378024,0.7187712052561194,False
RP11-135A24.4,3.939049059962634,0.1947289371079476,0.3596635187367387,0.5414197630938556,0.5882182882510462,0.7187712052561194,False
ZSCAN32,10.59139874110193,0.10153735280424167,0.1875890692684832,0.5412754229241273,0.5883177579278571,0.7188630074527483,False
ALG13-AS1,6.55457083123107,-0.18004688333065613,0.33270786900288124,-0.5411560714516701,0.5884000129209785,0.7189214783980251,False
FBXL7,49.471165847315845,-0.07946199595955793,0.14684310825933755,-0.5411353443923375,0.5884142981971646,0.7189214783980251,False
ARRDC5,1.467642641541889,0.35480176856664386,0.655802237425341,0.54101945421776,0.5884941737027746,0.7189785194413606,False
KAZALD1,60.18830041306319,0.06607842957644752,0.12214196028361325,0.540996963066694,0.5885096759601791,0.7189785194413606,False
TCFL5,401.1833867386695,-0.022145767187469675,0.040938602638045135,-0.5409507350133425,0.5885415397141247,0.7189877037659275,False
ZC2HC1B,1.5547889099676222,-0.2928004730499759,0.5415200169897808,-0.5407011077404023,0.5887136148476086,0.7191384213136821,False
XLOC_010266,2.400748194337389,-0.24403354856997322,0.4513230638550931,-0.540707019236946,0.5887095396174453,0.7191384213136821,False
TBX2-AS1,5.192596587111877,-0.16762535666691414,0.31011603473329724,-0.5405246355967164,0.5888352760978921,0.7192572847633267,False
RP1-159A19.4,2.9281970633566843,0.21736669558634228,0.4023342170029244,0.5402640053971903,0.5890149777840831,0.719447031347487,False
CTD-2410N18.3,25.19925703785234,0.075425523795522,0.13965947534425865,0.5400673574750238,0.5891505811363842,0.7195233845630743,False
CD72,11.798485423470533,-0.10818322335251837,0.20029037093277482,-0.5401319237100461,0.5891060563321315,0.7195233845630743,False
WDFY2,2072.338239125422,0.03162596015903398,0.05855619407833428,0.5400958968871159,0.5891309001978993,0.7195233845630743,False
AC104699.1,2.0158275352406574,-0.2771388220817013,0.513210407194013,-0.5400101365772427,0.5891900419019158,0.7195418210837555,False
IRF6,6157.078535702858,0.039970973970202495,0.07403099447734177,0.5399221535844176,0.5892507192506328,0.7195861655257697,False
NDUFAF3,183.9718294181128,0.03624915685343938,0.0671437631526276,0.5398737745907947,0.5892840849846233,0.7195971550515173,False
MIR4427,2.095142708031832,0.29093220367617384,0.5389655557209883,0.5397973963048275,0.5893367628764822,0.7196019714408447,False
RP11-708B6.2,3.183082318680032,0.2501857506688762,0.46348039420388426,0.5397979155053966,0.5893364047779586,0.7196019714408447,False
